dataset&T&nlinear&nlinear-ni&dlinear&dlinear-ni&tide-wo-a&tide-w-a&gcformer&fdnet
1d&96&0.700&0.752&0.587&0.610&0.630&0.631&0.639&0.608
1d&192&0.971&0.996&0.752&0.746&0.762&0.761&0.847&0.743
1d&336&1.203&1.234&0.850&0.822&0.837&0.835&1.060&0.827
1d&720&1.303&1.319&0.930&0.882&0.896&0.892&1.188&0.891
2d&96&0.761&0.815&0.656&0.685&0.697&0.703&0.710&0.666
2d&192&1.130&1.155&0.899&0.884&0.898&0.900&0.999&0.878
2d&336&1.514&1.520&1.062&1.026&1.040&1.037&1.298&1.028
2d&720&1.834&1.864&1.172&1.136&1.151&1.148&1.637&1.141
3d&96&0.799&0.853&0.697&0.718&0.731&0.740&0.758&0.695
3d&192&1.094&1.119&0.907&0.885&0.896&0.905&0.991&0.857
3d&336&1.281&1.297&1.008&0.979&0.989&1.001&1.144&0.941
3d&720&1.332&1.336&1.057&1.050&1.065&1.073&1.239&1.004
