Velocity_x	Thrust	Torque
0.879755924214744	172.872148849936	9.88681790050693
1.16663614271722	355.714131157411	20.7960621779484
1.07208069183657	313.254704704882	18.4959934604025
1.12132081111657	338.039429706360	19.8327865541934
1.10331140968770	324.032530219301	19.1437326743361
1.12858604753479	333.343656303445	19.6546833998525
1.10110732255974	327.330948677103	19.0104065421562
1.10591231256735	332.731176556600	19.0717841165753
1.09677391608745	332.541467326924	19.3535537161742
1.10735083466942	336.010649668224	19.7282148957113
1.09027556120638	337.781598374093	19.8563982774398
1.08682054451301	339.596516980525	20.1964612292180
1.10268472300088	340.949854621856	20.4020459030226
1.09950644077487	341.130249322468	20.3874832836080
1.06790388512568	342.851389753526	20.2298471421689
1.11798378420126	346.043452653985	20.4832122762753
1.11171932598584	344.716202599740	20.6603673224261
1.07687362511267	342.938538097392	20.4186176080455
1.07947130967900	341.389091521840	20.5231681204328
1.06586508071554	341.766135537886	20.2778450041408
1.10198015649056	340.827310348357	20.1789042508373
1.05663534379612	341.739410173483	20.2448454407988
1.07912169862626	344.205645011645	20.7528559706683
1.07957636289713	347.607741325122	21.3476637593312
1.05986036545735	349.658800225268	21.6921721897784
1.06883649138840	351.619997178232	21.8813348599921
1.06086176289246	350.532216926189	21.8308189368782
1.04278345505428	350.585812122191	21.5455298344276
1.11085137636870	351.071947131695	21.2034872961192
1.08987616489529	352.647113796494	21.2837040710256
1.02302920600318	355.910329165120	21.6400245705693
1.05298086336454	357.815828193787	21.8168224065482
1.04076580165879	361.138439926262	22.4004570277524
1.04921976898594	360.629864130668	22.6330842927612
1.04987146996251	362.573962873093	22.5177234175809
1.03482594694111	361.805732911289	22.3917372423603
1.03083748229539	363.617451266653	22.4912627157923
1.05868248278277	363.647591270131	22.6505877816621
1.02067367157439	363.426683672206	22.4263513361085
1.04939574550194	363.068820285433	22.5783784990614
1.07166037256591	361.941604005756	22.7477787408501
1.01856610375484	360.498773278051	22.4411387735205
1.07250155008970	359.715407553463	22.1040902295525
1.04629433367954	357.280342281575	22.1554515652347
1.05732533836109	359.365049892444	22.2558067881166
1.05208387204625	356.624520485144	21.9920760915094
1.05033564029114	357.697292428545	22.0719805770326
1.06191199526839	357.293439066788	22.1082750795850
1.03819325272955	357.339004393226	22.1127299678722
1.04525781153250	358.001900281106	22.1159617450501
1.05065312092199	360.002272515321	22.3311836700947
1.03609253935137	359.919474544701	22.5623908883553
1.04448809779308	361.011497693003	22.4679762860267
1.07154436053917	360.631551877854	22.4362829910238
1.02485030107436	361.935191828064	22.7030663565991
1.05165313058332	365.425599773169	22.5957159442198
1.04951260670467	370.207933113233	22.8065846879839
1.01432278087093	366.905004948992	23.2404842037039
1.02556155503223	371.789735747398	23.8201603274837
0.997207940019998	371.915995122347	23.9257562951972
0.994452283118045	370.153408250122	23.9153158080449
1.03073893033597	378.864254915426	23.9027087854208
1.01813414932153	376.468787543328	23.7037828351352
1.01531065991691	379.259333518907	23.7736448838019
1.00704532778829	377.272323328604	24.0650901024186
1.00495160510821	373.497460286105	24.2835080208756
0.996744635840286	368.937158369864	23.6074639158460
1.01505443143593	362.142450532407	22.6216932213776
1.03252448544873	358.866363998220	21.8892706243515
1.03148250808763	354.263090063131	21.1447530510040
1.03273147403935	348.117512675611	20.7921544686377
1.05257189051409	349.378102258454	20.9539450848609
1.04402332286954	347.450319513251	21.2978130355206
0.991553757729289	346.412816886650	21.2988673314285
1.05124388680358	344.124312494023	21.1884257726346
1.01578436756540	342.717170633862	21.2258344527265
1.02414027766677	338.337047902521	20.6976954495111
1.00911511925744	334.490318849870	20.2318007004155
1.00877473687313	331.669362964043	19.8833647884596
1.04425852805772	332.442150409960	19.7608216420689
1.03400262714332	332.739252345265	19.6266037278801
1.00114079845873	332.898246956802	19.7096191548496
1.00504029484887	335.883827136660	20.1580313453678
1.06863287553689	336.713924721764	20.3732106141062
1.04384421249968	338.951375004493	20.2309762649898
1.04879270505354	345.650419397044	20.3928063936677
1.00714995438190	344.542220273732	20.9228961496793
0.984514303369291	349.310712358162	21.1298476484832
1.02283023192493	351.027131015842	21.3208172485484
1.03234135192992	350.147036444606	21.3080218243249
1.00546421013450	343.936032757176	20.9641734750560
1.05055446121498	341.111413526556	20.1824999444457
1.02392389293824	344.347152733669	19.6521576183874
1.04328470328785	342.135041678084	19.5502580824672
1.03551700002167	341.116310549485	19.6028225247030
1.02071227512910	340.729351059295	19.8263864782131
0.995902101489523	340.272346012383	20.1773412748800
1.02515578446362	332.981462334679	19.9823720800065
1.04127269652596	330.609192259433	19.1822275285394
1.03814495303341	318.877397042833	18.5119201234437
1.02370764309432	314.301814288405	18.0886808825816
1.05614518042316	323.194725624561	18.1936557314961
1.07567818966159	328.526353804391	18.9310299092516
1.08461631695110	327.637660329220	19.8309860511156
1.05779175538617	320.220970410047	20.1167418369600
1.05042453080066	315.485916503840	19.0285838352068
1.05999797548293	312.351558691780	17.5174876198720
1.03941004329207	309.720977261217	16.7777287429991
1.05863564367264	311.779190725900	16.3327040336084
1.07088595075247	310.694446187521	16.9496716249446
1.06986901480915	312.351249985977	18.0377493602663
1.05990427625995	316.891067042751	18.5233015342092
1.05749943385222	316.029965913997	18.4036536919348
1.03353900826073	316.158470011197	17.9535551088258
1.03179224842831	315.768370166647	17.3817927685923
1.03827996863656	313.935467873458	16.8124311534962
1.04375604641516	315.739816684659	16.6669469992533
1.04025728823720	315.638055531091	17.0081674611012
1.03834216285635	313.304560599190	17.5524345252778
1.08257621629283	312.976695487693	17.5985415509620
1.09038517850541	306.926990412493	17.2073306223272
1.07243996980533	305.523469435381	16.6711208819965
1.04800709507213	304.584961459000	15.9211226422802
1.04616212112532	302.953908196978	15.5151727909618
1.04732361813814	305.063245313383	15.9902976916682
1.07221834775904	307.556469349110	16.9080947292989
1.10988456324710	305.686493737701	17.4147196438535
1.09302980768392	305.977326753038	17.4097622473159
1.06235214013034	306.646537874915	17.2749153867142
1.04211927826276	303.719180946034	16.5967407730837
1.05161653440810	300.230962296523	16.0107320247053
